,lot_number,miles,transmission,fuel,drive,name,make,year,auction
50,67980114,16.975,Automatic,Gas,All,2024 BMW X4 XDRIVE30I,BMW,2024,NJ - GLASSBORO WEST
51,67980134,28.211,Automatic,Gas,All,2024 BMW X7 XDRIVE40I,BMW,2024,CA - VAN NUYS
52,67980164,58.841,Automatic,Flexible,Front-wheel,2022 CHRYSLER PACIFICA TOURING L,Chrysler,2022,FL - ORLANDO SOUTH
53,68150174,27.089,Automatic,Gas,All,2023 TOYOTA RAV4 XLE,Toyota,2023,NJ - GLASSBORO WEST
54,68150184,26.192,Automatic,Gas,Front-wheel,2023 TOYOTA RAV4 XLE,Toyota,2023,FL - ORLANDO SOUTH
55,68150194,15.796,Automatic,Gas,Rear-wheel,2024 BMW 530 I,BMW,2024,FL - ORLANDO SOUTH
56,68150214,22.088,Automatic,Gas,Front-wheel,2024 VOLKSWAGEN ATLAS SE,Volkswagen,2024,FL - ORLANDO SOUTH
57,68150234,51.424,Automatic,Gas,4x4,2022 CHEVROLET TAHOE K1500 Z71,Chevrolet,2022,NJ - GLASSBORO WEST
58,68150264,30.035,Automatic,Gas,Front-wheel,2023 TOYOTA CAMRY LE,Toyota,2023,NJ - GLASSBORO WEST
59,68150274,25.867,Automatic,Gas,All,2023 TOYOTA COROLLA CROSS LE,Toyota,2023,NJ - GLASSBORO WEST
60,68150284,40.442,Automatic,Gas,Rear-wheel,2023 BMW X5 SDRIVE 40I,BMW,2023,NJ - GLASSBORO WEST
61,68374504,88.904,Automatic,Flexible,Rear-wheel,2020 DODGE CHALLENGER SXT,Dodge,2020,AL - BIRMINGHAM
62,68391124,44.391,Automatic,Gas,4x4,2023 CHEVROLET SUBURBAN K1500 PREMIER,Chevrolet,2023,FL - ORLANDO SOUTH
63,68391144,32.195,Automatic,Gas,All,2023 MAZDA CX-30 PREFERRED,Mazda,2023,NJ - GLASSBORO WEST
64,68391154,26.627,Automatic,Gas,Front-wheel,2023 CHEVROLET TRAILBLAZER LT,Chevrolet,2023,NJ - GLASSBORO WEST
65,68391194,31.475,Automatic,Gas,Front-wheel,2023 TOYOTA CAMRY LE,Toyota,2023,NJ - GLASSBORO WEST
66,68391214,62.831,Automatic,Flexible,Front-wheel,2022 CHRYSLER PACIFICA TOURING L,Chrysler,2022,NJ - GLASSBORO WEST
67,68391224,28.15,Automatic,Gas,All,2023 NISSAN ALTIMA SV,Nissan,2023,FL - ORLANDO SOUTH
68,68391244,37.091,Automatic,Gas,All,2023 BMW X7 XDRIVE40I,BMW,2023,FL - ORLANDO SOUTH
69,68391254,24.779,Automatic,Gas,Front-wheel,2023 TOYOTA HIGHLANDER L,Toyota,2023,FL - ORLANDO SOUTH
70,68391284,23.213,Automatic,Gas,Front-wheel,2024 TOYOTA COROLLA LE,Toyota,2024,NJ - GLASSBORO WEST
71,68391304,19.512,Automatic,Gas,All,2024 BMW 430XI GRAN COUPE,BMW,2024,CA - VAN NUYS
72,68391314,42.559,Automatic,Gas,All,2023 BMW X3 XDRIVE30I,BMW,2023,CA - VAN NUYS
73,68391344,26.053,Automatic,Gas,Front-wheel,2023 TOYOTA CAMRY LE,Toyota,2023,CA - VAN NUYS
74,68578714,29.101,Automatic,Gas,All,2023 TOYOTA HIGHLANDER L,Toyota,2023,NJ - GLASSBORO WEST
75,68578724,55.748,Automatic,Gas,Rear-wheel,2022 GMC YUKON XL DENALI,GMC,2022,NJ - GLASSBORO WEST
76,68578734,12.469,Automatic,Gas,All,2024 BMW 740 XI,BMW,2024,NJ - GLASSBORO WEST
77,68578754,24.074,Automatic,Gas,Front-wheel,2022 NISSAN KICKS SV,Nissan,2022,NJ - GLASSBORO WEST
78,68578774,57.637,Automatic,Flexible,Front-wheel,2022 CHRYSLER PACIFICA TOURING L,Chrysler,2022,FL - ORLANDO SOUTH
79,68741854,125.482,Automatic,Gas,Front-wheel,2020 NISSAN ALTIMA SV,Nissan,2020,KY - EARLINGTON
80,68897014,38.599,Automatic,Gas,Rear-wheel,2023 CHEVROLET TAHOE C1500 LT,Chevrolet,2023,NY - SYRACUSE
81,68951384,367.0,Привод:,Gas,All,2023 MERCEDES-BENZ GLA 250 4MATIC,Mercedes-benz,2023,NJ - GLASSBORO WEST
82,68951404,26.905,Automatic,Gas,All,2023 TOYOTA RAV4 XLE,Toyota,2023,NJ - GLASSBORO WEST
83,68951434,22.701,Automatic,Gas,Rear-wheel,2023 BMW 530 I,BMW,2023,FL - ORLANDO SOUTH
84,68951444,26.088,Automatic,Gas,Front-wheel,2023 NISSAN SENTRA SV,Nissan,2023,NJ - GLASSBORO WEST
85,68951464,26.274,Automatic,Gas,Front-wheel,2024 TOYOTA COROLLA LE,Toyota,2024,FL - ORLANDO SOUTH
86,68951484,17.245,Automatic,Gas,Rear-wheel,2024 BMW 430I GRAN COUPE,BMW,2024,FL - ORLANDO SOUTH
87,68951504,49.144,Automatic,Gas,Rear-wheel,2023 GMC YUKON DENALI,GMC,2023,FL - ORLANDO SOUTH
88,68951514,25.207,Automatic,Gas,Rear-wheel,2023 FORD MUSTANG,Ford,2023,FL - ORLANDO SOUTH
89,69119034,129.526,Automatic,Gas,4x4,2018 FORD F150 SUPERCREW,Ford,2018,AZ - TUCSON
90,69123904,51.605,Automatic,Flexible,Front-wheel,2022 CHRYSLER PACIFICA TOURING L,Chrysler,2022,FL - ORLANDO SOUTH
91,69466354,101.906,Automatic,Gas,4x4,2020 FORD F150 SUPERCREW,Ford,2020,PA - PHILADELPHIA EAST-SUBLOT
92,69533134,4.512,Automatic,Gas,Front-wheel,2024 CHEVROLET EQUINOX LT,Chevrolet,2024,IN - INDIANAPOLIS
93,69856394,77.401,Automatic,Gas,Front-wheel,2019 CHEVROLET SONIC,Chevrolet,2019,AZ - PHOENIX
94,56899634,30.812,Automatic,Gas,Front-wheel,2022 KIA RIO LX,KIA,2022,FL - JACKSONVILLE NORTH
95,46714024,107.733,Automatic,Compressed,4x4,2015 CHEVROLET SILVERADO K2500 HEAVY DUTY,Chevrolet,2015,PA - SCRANTON
96,55088704,13.672,Automatic,Electric,Rear-wheel,2022 FORD TRANSIT T-350,Ford,2022,FL - WEST PALM BEACH
97,55334784,119.357,Automatic,Flexible,Front-wheel,2015 DODGE GRAND CARAVAN SXT,Dodge,2015,CA - RANCHO CUCAMONGA
98,57743484,88.67,Automatic,Hybrid,Front-wheel,2014 TOYOTA PRIUS C,Toyota,2014,WA - GRAHAM
99,57969664,78.91,Automatic,Gas,Front-wheel,2018 NISSAN SENTRA S,Nissan,2018,TX - DALLAS SOUTH
100,58434064,50.714,Automatic,Gas,Front-wheel,2018 KIA FORTE LX,KIA,2018,FL - OCALA
101,58434094,53.741,Automatic,Gas,Front-wheel,2020 ACURA TLX,Acura,2020,FL - MIAMI NORTH
102,59008884,91.278,Automatic,Gas,All,2018 SUBARU LEGACY 2.5I PREMIUM,Subaru,2018,WV - CHARLESTON
103,59348594,93.229,Automatic,Gas,Front-wheel,2020 HONDA ACCORD SPORT,Honda,2020,PA - YORK HAVEN
104,60826864,137.454,Automatic,Gas,All,2014 CHEVROLET TRAVERSE LT,Chevrolet,2014,VA - FREDERICKSBURG
105,61016634,71.984,Automatic,Gas,Front-wheel,2020 JEEP RENEGADE SPORT,Jeep,2020,OK - OKLAHOMA CITY
106,61647414,23.967,Automatic,Gas,4x4,2022 TOYOTA TUNDRA CREWMAX PLATINUM,Toyota,2022,PA - PHILADELPHIA EAST-SUBLOT
107,62933424,99.115,Automatic,Gas,All,2016 NISSAN ROGUE S,Nissan,2016,WV - CHARLESTON
108,63034984,1.677,Automatic,Gas,Rear-wheel,2024 CADILLAC ESCALADE PREMIUM LUXURY,Cadillac,2024,FL - ORLANDO SOUTH
109,63688554,68.945,Automatic,Gas,Front-wheel,2019 MITSUBISHI OUTLANDER SPORT ES,Mitsubishi,2019,VA - FREDERICKSBURG
110,63726804,81.917,Automatic,Gas,Front-wheel,2016 DODGE DART SXT,Dodge,2016,ND - BISMARCK
111,64120574,21.506,Automatic,Gas,All,2023 BMW X3 XDRIVE30I,BMW,2023,CA - VAN NUYS
112,64431394,47.518,Automatic,Gas,Front-wheel,2020 KIA SOUL EX,KIA,2020,FL - ORLANDO NORTH
113,64470634,139.546,Automatic,Gas,Front-wheel,2014 FORD FUSION SE,Ford,2014,IA - DAVENPORT
114,64718204,19.25,Automatic,Gas,Front-wheel,2024 NISSAN ALTIMA SV,Nissan,2024,CA - VAN NUYS
115,64864504,84.434,Automatic,Flexible,Front-wheel,2018 DODGE JOURNEY GT,Dodge,2018,TX - WACO
116,64867504,74.393,Automatic,Gas,Front-wheel,2020 CHEVROLET SONIC PREMIER,Chevrolet,2020,PA - PHILADELPHIA
117,64932344,58.376,Automatic,Gas,All,2021 TOYOTA RAV4 XLE,Toyota,2021,CA - RANCHO CUCAMONGA
118,64984184,90.575,Automatic,Gas,Front-wheel,2019 LINCOLN NAUTILUS,Lincoln,2019,FL - ORLANDO SOUTH
119,65048464,114.682,Automatic,Gas,Front-wheel,2018 CHEVROLET IMPALA LS,Chevrolet,2018,MI - DETROIT
120,65196414,78.928,Automatic,Gas,Front-wheel,2020 CHEVROLET TRAX 1LT,Chevrolet,2020,WI - MILWAUKEE NORTH
121,65357184,96.534,Automatic,Gas,Front-wheel,2017 HYUNDAI TUCSON LIMITED,Hyundai,2017,GA - ATLANTA SOUTH
122,65388664,82.012,Automatic,Gas,Front-wheel,2019 KIA OPTIMA LX,KIA,2019,NJ - SOMERVILLE
123,65649224,107.465,Automatic,Gas,Front-wheel,2021 NISSAN ROGUE SV,Nissan,2021,GA - FAIRBURN
124,65656874,74.043,Automatic,Gas,Front-wheel,2014 NISSAN ALTIMA 2.5,Nissan,2014,PA - PHILADELPHIA EAST-SUBLOT
125,65719614,109.098,Automatic,Gas,Rear-wheel,2021 CHEVROLET COLORADO LT,Chevrolet,2021,NE - LINCOLN
126,65901594,135.808,Automatic,Gas,Front-wheel,2018 RAM PROMASTER CITY,RAM,2018,IL - CHICAGO SOUTH
127,65975984,121.815,Automatic,Gas,Front-wheel,2016 CHEVROLET TRAVERSE LT,Chevrolet,2016,TX - CORPUS CHRISTI
128,66142834,74.14,Automatic,Gas,Front-wheel,2022 VOLKSWAGEN JETTA S,Volkswagen,2022,TX - HOUSTON EAST
129,66171264,75.594,Automatic,Gas,All,2019 HYUNDAI TUCSON SE,Hyundai,2019,CO - DENVER CENTRAL
130,66358274,79.001,Automatic,Gas,Front-wheel,2021 TOYOTA COROLLA LE,Toyota,2021,SC - SPARTANBURG
131,66419384,73.141,Automatic,Gas,Front-wheel,2017 MAZDA 6 TOURING,Mazda,2017,NV - LAS VEGAS WEST
132,66433324,90.959,Automatic,Gas,Front-wheel,2021 FORD ESCAPE SE,Ford,2021,GA - SAVANNAH
133,66443824,100.509,Automatic,Flexible,Front-wheel,2015 DODGE JOURNEY SXT,Dodge,2015,FL - MIAMI NORTH
134,66528014,114.424,Automatic,Gas,Front-wheel,2018 HYUNDAI SANTA FE SPORT,Hyundai,2018,SC - SPARTANBURG
135,66561734,53.788,Automatic,Gas,Rear-wheel,2022 CHEVROLET SILVERADO LTD C1500 CUSTOM,Chevrolet,2022,TX - SAN ANTONIO
136,66653304,102.605,Automatic,Hybrid,All,2019 TOYOTA RAV4 LE,Toyota,2019,DC - WASHINGTON DC
137,66661084,69.426,Automatic,Gas,Front-wheel,2020 NISSAN KICKS S,Nissan,2020,LA - NEW ORLEANS
138,66723254,40.477,Automatic,Gas,Front-wheel,2023 TOYOTA COROLLA LE,Toyota,2023,TX - MCALLEN
139,66856334,1.582,Automatic,Gas,4x4,2023 TOYOTA TACOMA DOUBLE CAB,Toyota,2023,FL - FT. PIERCE
140,66882294,144.054,Automatic,Gas,Front-wheel,2016 HYUNDAI SONATA SPORT,Hyundai,2016,NC - RALEIGH NORTH
141,67077614,16.322,Automatic,Hybrid,All,2024 TOYOTA RAV4 LE,Toyota,2024,CO - DENVER
142,67420464,21.145,Automatic,Gas,Rear-wheel,2023 BMW 330I,BMW,2023,FL - MIAMI CENTRAL
143,67466944,52.0,Automatic,Gas,Front-wheel,2022 JEEP COMPASS LATITUDE,Jeep,2022,GA - AUGUSTA
144,67479454,83.784,Automatic,Gas,Rear-wheel,2017 INFINITI QX80 BASE,Infiniti,2017,IL - CHICAGO SOUTH
145,67567924,121.025,Automatic,Gas,Rear-wheel,2014 FORD ECONOLINE E150 VAN,Ford,2014,IL - CHICAGO NORTH
146,67665944,109.586,Automatic,Gas,Front-wheel,2020 CHEVROLET SONIC,Chevrolet,2020,TN - KNOXVILLE
147,67726424,106.272,Automatic,Gas,Front-wheel,2016 GMC ACADIA SLT-1,GMC,2016,NV - LAS VEGAS WEST
148,67854584,74.522,Automatic,Gas,Rear-wheel,2014 FORD ECONOLINE E150 VAN,Ford,2014,MA - NORTH BOSTON
149,67886054,27.846,Automatic,Flexible,Rear-wheel,2021 DODGE CHARGER SXT,Dodge,2021,TX - DALLAS SOUTH
150,67890114,133.381,Automatic,Gas,Rear-wheel,2018 FORD F150 SUPERCREW,Ford,2018,TN - NASHVILLE
151,67949324,119.722,Automatic,Gas,Rear-wheel,2015 CHEVROLET CAMARO LT,Chevrolet,2015,FL - ORLANDO SOUTH
152,68118764,6.901,Automatic,Gas,Rear-wheel,2023 TOYOTA TACOMA DOUBLE CAB,Toyota,2023,FL - MIAMI NORTH
153,68487824,38.759,Automatic,Gas,Front-wheel,2020 MITSUBISHI MIRAGE ES,Mitsubishi,2020,IA - DES MOINES
154,68515324,75.979,Automatic,Gas,Front-wheel,2019 TOYOTA HIGHLANDER LIMITED,Toyota,2019,GA - ATLANTA NORTH
155,68584614,108.692,Automatic,Gas,Front-wheel,2015 KIA SEDONA EX,KIA,2015,OK - OKLAHOMA CITY
156,68584624,121.463,Automatic,Gas,All,2018 HYUNDAI TUCSON SEL,Hyundai,2018,GA - ATLANTA WEST
157,68645204,115.754,Automatic,Gas,Front-wheel,2020 CHEVROLET MALIBU LS,Chevrolet,2020,IL - CHICAGO SOUTH
158,68688164,72.276,Automatic,Gas,Front-wheel,2019 CHEVROLET SONIC,Chevrolet,2019,OH - COLUMBUS
159,68689424,100.787,Automatic,Gas,Front-wheel,2020 CHEVROLET SONIC,Chevrolet,2020,NV - LAS VEGAS WEST
160,68763794,145.453,Automatic,Gas,Front-wheel,2019 JEEP COMPASS LATITUDE,Jeep,2019,GA - ATLANTA SOUTH
161,69101594,109.482,Automatic,Gas,Front-wheel,2018 CHEVROLET MALIBU LS,Chevrolet,2018,MI - KINCHELOE
162,69119054,131.846,Automatic,Gas,4x4,2016 FORD ESCAPE SE,Ford,2016,IL - CHICAGO NORTH
163,69119074,44.28,Automatic,Gas,Front-wheel,2020 CHEVROLET MALIBU LS,Chevrolet,2020,TX - DALLAS SOUTH
164,69126664,9.974,Automatic,Gas,Front-wheel,2024 KIA FORTE LX,KIA,2024,CO - DENVER
165,69126674,17.482,Automatic,Gas,4x4,2023 JEEP WAGONEER SERIES III,Jeep,2023,CO - DENVER
166,69126684,26.554,Automatic,Gas,Front-wheel,2021 NISSAN SENTRA SV,Nissan,2021,CO - DENVER
167,69126934,62.159,Automatic,Hybrid,All,2021 HONDA CR-V EX,Honda,2021,CO - DENVER
168,69474514,103.355,Automatic,Gas,Front-wheel,2017 NISSAN ALTIMA 2.5,Nissan,2017,ID - BOISE
169,69533144,60.98,Automatic,Gas,4x4,2021 FORD F150 SUPERCREW,Ford,2021,MS - JACKSON
170,70646654,116.864,Automatic,Gas,4x4,2018 FORD F150 SUPER CAB,Ford,2018,TX - SAN ANTONIO
171,64083974,133.532,Automatic,Gas,Front-wheel,2017 CHEVROLET MALIBU LT,Chevrolet,2017,DC - WASHINGTON DC
172,64233144,142.356,Automatic,Gas,Front-wheel,2015 NISSAN ALTIMA 2.5,Nissan,2015,DC - WASHINGTON DC
173,69105924,38.956,Automatic,Gas,Front-wheel,2021 HYUNDAI KONA LIMITED,Hyundai,2021,TX - HOUSTON EAST
174,55647554,33.537,Automatic,Gas,Front-wheel,2022 KIA SPORTAGE S,KIA,2022,KS - KANSAS CITY
175,55728624,22.014,Automatic,Gas,Front-wheel,2022 KIA K5 GT LINE,KIA,2022,FL - MIAMI NORTH
176,57639654,34.187,Automatic,Gas,Front-wheel,2021 VOLVO XC60 T5 MOMENTUM,Volvo,2021,TX - EL PASO
177,53295094,38.168,Automatic,Gas,Front-wheel,2023 HYUNDAI SONATA N LINE,Hyundai,2023,PA - YORK HAVEN
178,55548244,101.605,Automatic,Gas,Front-wheel,2020 KIA SOUL GT-LINE TURBO,KIA,2020,TX - WACO
179,61622964,1.628,Automatic,Gas,All,2016 ACURA MDX TECHNOLOGY,Acura,2016,NJ - SOMERVILLE
180,62302294,161.901,Automatic,Gas,Front-wheel,2017 CHEVROLET SPARK LS,Chevrolet,2017,WI - MADISON SOUTH
181,63533784,159.125,Automatic,Gas,Front-wheel,2016 CHEVROLET EQUINOX LT,Chevrolet,2016,PA - HARRISBURG
182,63912414,165.083,Automatic,Gas,Front-wheel,2017 CHEVROLET IMPALA LT,Chevrolet,2017,NC - LUMBERTON
183,64274934,189.308,Automatic,Gas,All,2014 GMC ACADIA SLT-1,GMC,2014,NJ - TRENTON
184,64503684,117.095,Automatic,Gas,Front-wheel,2017 KIA OPTIMA LX,KIA,2017,CA - SUN VALLEY
185,64609384,178.309,Automatic,Gas,Front-wheel,2014 HONDA CIVIC EX,Honda,2014,CA - FRESNO
186,65487474,112.304,Automatic,Gas,Front-wheel,2022 FORD TRANSIT CONNECT XLT,Ford,2022,TX - CORPUS CHRISTI
187,66133894,163.51,Automatic,Flexible,Rear-wheel,2014 GMC YUKON XL C1500 SLT,GMC,2014,NC - MOCKSVILLE
188,66500684,86.845,Automatic,Gas,4x4,2014 RAM 1500 SLT,RAM,2014,SD - RAPID CITY
189,67281044,146.539,Automatic,Gas,Front-wheel,2015 DODGE JOURNEY SXT,Dodge,2015,GA - ATLANTA SOUTH
190,67517714,158.843,Automatic,Gas,All,2019 NISSAN ROGUE S,Nissan,2019,IN - FORT WAYNE
191,68444994,149.627,Automatic,Gas,Rear-wheel,2016 FORD TRANSIT T-150,Ford,2016,TX - HOUSTON
192,68466674,154.608,Automatic,Gas,Rear-wheel,2018 FORD F150 SUPER CAB,Ford,2018,AL - MOBILE SOUTH
193,68517144,89.059,Automatic,Flexible,4x4,2021 JEEP GRAND CHEROKEE LAREDO,Jeep,2021,NY - SYRACUSE
194,68687714,40.141,Automatic,Gas,All,2020 FORD FUSION SE,Ford,2020,PA - PHILADELPHIA
195,68688194,94.138,Automatic,Gas,Front-wheel,2019 CHEVROLET SONIC,Chevrolet,2019,OH - COLUMBUS
196,68951424,25.625,Automatic,Gas,All,2024 VOLKSWAGEN ATLAS CROSS SPORT SE,Volkswagen,2024,FL - ORLANDO SOUTH
197,69491774,144.813,Automatic,Gas,Front-wheel,2015 FORD ESCAPE SE,Ford,2015,TX - HOUSTON
198,69966904,195.285,Automatic,Gas,Rear-wheel,2019 FORD TRANSIT T-150,Ford,2019,IL - CHICAGO NORTH
199,70014154,41.658,Automatic,Gas,4x4,2022 NISSAN TITAN S,Nissan,2022,FL - ORLANDO NORTH
200,42452984,9.036,Automatic,Flexible,Rear-wheel,2023 DODGE CHARGER GT,Dodge,2023,SC - NORTH CHARLESTON
201,76175733,161.367,Automatic,Gas,All,2015 KIA SORENTO LX,KIA,2015,KY - LEXINGTON EAST
202,56114894,31.252,Automatic,Gas,4x4,2023 RAM 1500 BIG HORN/LONE STAR,RAM,2023,NY - SYRACUSE
203,39471414,93.614,Automatic,Gas,4x4,2015 FORD F250 SUPER DUTY,Ford,2015,PA - SCRANTON
204,46319094,138.237,Automatic,Compressed,4x4,2015 CHEVROLET SILVERADO K2500 HEAVY DUTY,Chevrolet,2015,PA - SCRANTON
205,59994024,139.673,Automatic,Gas,Front-wheel,2018 KIA SOUL +,KIA,2018,FL - PUNTA GORDA SOUTH
206,60846144,180.228,Automatic,Gas,Front-wheel,2015 NISSAN PATHFINDER S,Nissan,2015,NJ - GLASSBORO EAST
207,61817474,79.687,Automatic,Gas,Front-wheel,2020 NISSAN ALTIMA SR,Nissan,2020,LA - NEW ORLEANS
208,62130994,38.504,Automatic,Gas,Rear-wheel,2020 FORD MUSTANG GT,Ford,2020,AR - FAYETTEVILLE
209,63663034,96.197,Automatic,Gas,Front-wheel,2018 NISSAN ALTIMA 2.5,Nissan,2018,AZ - PHOENIX
210,64429474,155.487,Automatic,Gas,Front-wheel,2015 NISSAN ROGUE SELECT S,Nissan,2015,MI - DETROIT
211,64652124,106.336,Automatic,Gas,Front-wheel,2018 FORD EDGE SEL,Ford,2018,GA - ATLANTA EAST
212,64653114,177.3,Automatic,Gas,Rear-wheel,2015 FORD F150 SUPERCREW,Ford,2015,FL - FT. PIERCE
213,65196884,108.292,Automatic,Gas,All,2014 MERCEDES-BENZ ML 550 4MATIC,Mercedes-benz,2014,CO - COLORADO SPRINGS
214,65240274,107.259,Automatic,Gas,Front-wheel,2018 TOYOTA C-HR XLE,Toyota,2018,MI - DETROIT
215,65242894,150.626,Automatic,Gas,Front-wheel,2015 ACURA TLX,Acura,2015,MA - WEST WARREN
216,65951734,209.174,Automatic,Diesel,4x4,2016 CHEVROLET SILVERADO K3500,Chevrolet,2016,CA - SAN DIEGO
217,65975974,180.601,Automatic,Gas,Front-wheel,2014 HONDA CIVIC EX,Honda,2014,CA - FRESNO
